1, aaand please welcome my friend tom some of you may already have met him  he came to our rooftop bday Î_’ÀÎŒÎ_’ÀÎŒ,6,0.9356853,,,,,,,,,,,,,,,,,,
29, cheers jem got everything i need now guys thanks x,0,0.58898276,1,0.010005382,2,0.010002385,3,0.010001739,4,0.010002493,5,0.21674813,6,0.010005543,7,0.12424752,8,0.010001707,9,0.010002374
30,31082019 100616 dotdotdot anyone got a kitchen scale i can borrow for 15 mins,0,0.16751046,1,0.39386654,3,0.21852921,7,0.17005192,,,,,,,,,,,,
31, do you still need the scale,0,0.4874521,1,0.025005529,2,0.025003621,3,0.025003621,4,0.025005117,5,0.025007334,6,0.025006484,7,0.31250378,8,0.025006343,9,0.025006099
32,31082019 102423 dotdotdot no iÎ_’_Îém good thank you,0,0.014289459,1,0.014291243,2,0.0142929,3,0.014293777,4,0.014292395,5,0.01428905,6,0.014290137,7,0.87138265,8,0.014289281,9,0.014289102
33, how about a deathly looking geordie,0,0.025014058,1,0.025022512,2,0.025020622,3,0.025014058,4,0.025019713,5,0.02501687,6,0.02501734,7,0.025014058,8,0.025014058,9,0.77484673
34, i look on today in utter awe awe of the people i live with you guys are special i feel truly blessed to know each and every single one of you today will be one great achievement massive thanks must go to the chiefs jooles and pete and mai but without the community it would be nothing peace love and the booth lets have it,0,0.034812666,1,0.72710645,3,0.031582538,9,0.19027346,,,,,,,,,,,,
35, ’_Îå’_Îå’_Îå,0,0.02500002,1,0.02500002,2,0.02500002,3,0.02500002,4,0.02500002,5,0.02500002,6,0.02500002,7,0.02500002,8,0.7749998,9,0.02500002
36, joking chris you truly are a sweet man,0,0.016674127,1,0.016674118,2,0.016674059,3,0.016672367,4,0.016673082,5,0.016683979,6,0.01667731,7,0.016672816,8,0.84992325,9,0.016674876
37, Î_Îù,0,0.1,1,0.1,2,0.1,3,0.1,4,0.1,5,0.1,6,0.1,7,0.1,8,0.1,9,0.1
38, yes please all day x,0,0.020007549,1,0.81998134,2,0.020001046,3,0.020000342,4,0.020000342,5,0.0200016,6,0.020002784,7,0.02000254,8,0.02000047,9,0.020001944
39, has anyone got a vga to hdmi adaptor please,0,0.014317176,1,0.44344458,2,0.014305608,3,0.014305335,4,0.014306701,5,0.014305905,6,0.014308776,7,0.014305717,8,0.44209188,9,0.014308336
40, and a couple aa batteries,0,0.7749295,1,0.025007945,2,0.025007732,3,0.025007732,4,0.025007732,5,0.025007732,6,0.025008429,7,0.025007732,8,0.025007732,9,0.025007732
41, Î_’_image omitted,0,0.033333372,1,0.033333372,2,0.033333372,3,0.69999963,4,0.033333372,5,0.033333372,6,0.033333372,7,0.033333372,8,0.033333372,9,0.033333372
42, anyone have a fake houseplant i could borrow for tomorrow eve safer than potentially endangering a real one,3,0.098667435,4,0.67806226,7,0.16490084,,,,,,,,,,,,,,
43, Î_’_image omitted,0,0.033333372,1,0.033333372,2,0.033333372,3,0.69999963,4,0.033333372,5,0.033333372,6,0.033333372,7,0.033333372,8,0.033333372,9,0.033333372
44, ’_’µ’ç,0,0.050115716,1,0.54895854,2,0.050115716,3,0.050115716,4,0.050115716,5,0.050115716,6,0.050115716,7,0.050115716,8,0.050115716,9,0.050115716
45, ive got some roses,0,0.5256152,1,0.025029005,2,0.025027718,3,0.27415866,4,0.025027718,5,0.025027718,6,0.025029631,7,0.025027718,8,0.025028832,9,0.025027718
46, Î_ÎùÎ«’_ÎèÎ_ÎùÎ«’_ÎèÎ_ÎùÎ«’_ÎèÎ_ÎùÎ«’_ÎèÎ_ÎùÎ«’_ÎèÎ_ÎùÎ«’_Îè,0,0.87142795,1,0.014285779,2,0.014285779,3,0.014285779,4,0.014285779,5,0.014285779,6,0.014285779,7,0.014285779,8,0.014285779,9,0.014285779
47, amazing cakes in the canteen for the e123 welcomes refugees thereÎ_’_Îés also some nice art to see ’_’à,3,0.1887329,5,0.1012668,6,0.109024286,7,0.3883729,8,0.17412722,,,,,,,,,,
48,31082019 115302 dotdotdot peeps of 2a i have taken one of ya knives will return after the art fair,0,0.06321685,3,0.15512405,5,0.6326442,6,0.10613525,,,,,,,,,,,,
49,31082019 115312 dotdotdot 2b,0,0.020010207,1,0.020010207,2,0.020019572,3,0.020025343,4,0.020012708,5,0.020010207,6,0.020010207,7,0.81988114,8,0.020010207,9,0.020010207
50, hi iÎ_’_Îém tom i should be moving in around tuesday and honestly i really canÎ_’_Îét wait this is my first experience of guardianship living and feel so lucky to have got a place in booth house i donÎ_’_Îét mind whether iÎ_’_Îém called tom iv or tom tom tom tom tom but to keep it easy my mates usually refer to me by my bizarre surname Î_’_’àraesideÎ_’_Îé top solidarity ’_’ÂÎ_’À,1,0.5871201,2,0.064095356,6,0.13577831,9,0.2007495,,,,,,,,,,,,
51, welcome raeside ’_’‚’_,0,0.025021728,1,0.02501835,2,0.27514946,3,0.02501936,4,0.52470034,5,0.025020763,6,0.025016733,7,0.025016021,8,0.025021167,9,0.025016021
52, were looking forward to having you in the house raeside  if youre not busy stop by for the art fair and bake sale today and tomorrow start to introduce yourself properly ’_Îé’¢,2,0.12378116,5,0.43771607,8,0.14026824,9,0.26488772,,,,,,,,,,,,
53, the art fair is wonderfully good make sure you call by to admire the work,0,0.010004453,1,0.2421954,2,0.01000445,3,0.010004211,4,0.010005659,5,0.5334972,6,0.01000504,7,0.010006115,8,0.15427276,9,0.010004658
54, ’_’µÎé,0,0.050056484,1,0.05005648,2,0.05005648,3,0.050056484,4,0.05005648,5,0.05005648,6,0.05005648,7,0.5494917,8,0.05005648,9,0.05005648
55,Î_’_31082019 140214 jen dotdotdot Î_’_video omitted,0,0.014296349,1,0.014296349,2,0.014303304,3,0.56771964,4,0.3179024,5,0.014296349,6,0.014296349,7,0.014296557,8,0.014296349,9,0.014296349
56, looks amazing wont be back till its over but will def come tomorrow,0,0.1139421,1,0.49309713,2,0.010005873,3,0.01000446,4,0.010005644,5,0.010007115,6,0.010006695,7,0.3229155,8,0.010004775,9,0.010010711
57, love this jem,0,0.033341914,1,0.03333985,2,0.033335134,3,0.033335134,4,0.033335134,5,0.03334415,6,0.033335134,7,0.3666552,8,0.36664328,9,0.033335134
58, cant wait to get home ’_’à,0,0.016668625,1,0.016672708,2,0.016667346,3,0.01666729,4,0.01666729,5,0.016669206,6,0.016670275,7,0.01666729,8,0.84998196,9,0.016668016
59, are you at the protest,0,0.05000191,1,0.05000191,2,0.05000191,3,0.05000191,4,0.05000191,5,0.54998285,6,0.05000191,7,0.05000191,8,0.05000191,9,0.05000191
60, welcome tom this is a special place xx,0,0.3500102,1,0.016671218,2,0.016675774,3,0.016671497,4,0.01666967,5,0.016669087,6,0.016675217,7,0.016669087,8,0.016671844,9,0.5166164
61, so cool jem,0,0.03333484,1,0.033335857,2,0.03335029,3,0.03333484,4,0.03333484,5,0.03333484,6,0.03333484,7,0.69996995,8,0.03333484,9,0.03333484
62, ’_’‚’Â,0,0.050004233,1,0.050004233,2,0.050004233,3,0.050004233,4,0.050004233,5,0.5499619,6,0.050004233,7,0.050004233,8,0.050004233,9,0.050004233
63, ’_’àÎç’_’àÎç,0,0.03333336,1,0.03333336,2,0.03333336,3,0.03333336,4,0.03333336,5,0.03333336,6,0.03333336,7,0.03333336,8,0.6999997,9,0.03333336
64,31082019 145703 Î_’_44 7456 076626 added Î_’_Î_44’Ç’é7835’Ç’é437455Î_’_’¢,0,0.010004541,1,0.010004444,2,0.010004444,3,0.010005072,4,0.010004444,5,0.010004444,6,0.010004444,7,0.90995926,8,0.010004472,9,0.010004455
65, adding christoph to the grp ’_Îé’Â,0,0.020010151,1,0.020010151,2,0.020010151,3,0.020010151,4,0.020010151,5,0.020010151,6,0.020010151,7,0.819905,8,0.020013765,9,0.020010151
66, thsts totally cool jem,0,0.020018285,1,0.22732903,2,0.37818432,3,0.020018285,4,0.020018285,5,0.020018285,6,0.020018285,7,0.25435865,8,0.020018285,9,0.020018285
67, welcome christoph this is a really special house,0,0.016673509,1,0.016671028,2,0.01667599,3,0.01667248,4,0.016671028,5,0.016671121,6,0.016673008,7,0.01667417,8,0.44971856,9,0.41689909
68, can someone come open the back doors for us,0,0.01250042,1,0.5104658,2,0.012501986,3,0.01250042,4,0.3895218,5,0.012501056,6,0.01250419,7,0.012500528,8,0.012501298,9,0.012502496
69,Î_’_31082019 151126 dotdotdot Î_’_image omitted,0,0.01667835,1,0.01667835,2,0.01668027,3,0.48714146,4,0.37942952,5,0.01667835,6,0.01667835,7,0.016678676,8,0.01667835,9,0.01667835
70, ’_’à’_,0,0.03333772,1,0.033333488,2,0.033333488,3,0.033333488,4,0.033333488,5,0.033333488,6,0.033333488,7,0.36666006,8,0.36666733,9,0.033333935
71,31082019 155952 jen dotdotdot angels please take pics of the exhibition and add things to your instagram stories tag boothhaus ’_Î‚Îç’_Î‚Îç’_Î‚Îç,1,0.16113533,3,0.42613056,6,0.10378912,8,0.27733904,,,,,,,,,,,,
72, heyy thanks for adding and welcoming canÎ_’_Îét wait to hang out with i guys ’_’µ’±,0,0.42894635,1,0.4000026,7,0.10739106,,,,,,,,,,,,,,
73, hi christoph welcome to the house,0,0.020011837,1,0.020010594,2,0.3775255,3,0.020011153,4,0.020010183,5,0.020010183,6,0.020010391,7,0.020013541,8,0.26228678,9,0.22010979
74,31082019 192243 dotdotdot has anyone seen my harry potter mug,0,0.011114558,1,0.16899884,2,0.011117138,3,0.011117588,4,0.011116544,5,0.011114349,6,0.011114368,7,0.74207574,8,0.011114939,9,0.011115919
75,31082019 193606 dotdotdot and all of my plates,0,0.020014865,1,0.020014865,2,0.020018935,3,0.42029542,4,0.020015948,5,0.020014865,6,0.020015422,7,0.020017685,8,0.020014865,9,0.41957715
76, ’_’àÎå’_’àÎå’_’àÎå ’_’ç’_ÎèÎ_’_ÎçÎ_Îé’_Î«’_Îè,0,0.29762775,1,0.01250146,2,0.01250146,3,0.01250146,4,0.01250146,5,0.01250146,6,0.01250146,7,0.22731496,8,0.38754678,9,0.012501804
77, cloak of invisibility harry,0,0.025036719,1,0.524314,2,0.025036717,3,0.025036719,4,0.025036719,5,0.025036719,6,0.025036717,7,0.2753923,8,0.025036717,9,0.025036717
78,31082019 200632 dotdotdot so i accidentally left my brand new harry potter mug and all my plates in my kitchen cupboard and i am upset to find all of it now gone whoever has been using it to plate up their musty smelling food is a fucking tramp and definitely belongs in booth house on the steps with the crackheads fuck you and your mum eating dinner is the only thing i look forward to in booth house,2,0.15163441,6,0.20930831,7,0.1313463,8,0.28781107,9,0.20769426,,,,,,,,,,
79,31082019 200732 dotdotdot ’_’àÎÅinside joke for those worries but serious can i get my stuff back please just leave my stuff in the 2a kitchen,3,0.13161536,6,0.70753527,8,0.12398625,,,,,,,,,,,,,,
80,31082019 200740 dotdotdot worried,0,0.2203719,1,0.020035218,2,0.020039553,3,0.4207588,4,0.020036303,5,0.02003522,6,0.020036345,7,0.02003812,8,0.020035218,9,0.21861334
81, ’_Î£’_Î£’_Î£,0,0.025000023,1,0.025000023,2,0.025000023,3,0.025000023,4,0.025000023,5,0.025000023,6,0.025000023,7,0.025000023,8,0.7749998,9,0.025000023
82, i was about to say something about plagiarism  ’_Î£’_Î£,0,0.016671266,1,0.016673353,2,0.016673105,3,0.016671266,4,0.016671266,5,0.016671266,6,0.01667401,7,0.016671266,8,0.8499512,9,0.016672045
83, could they be down at the cake stall perhaps were they blue plates or harry potter plates,0,0.011119067,1,0.011116876,2,0.011116876,3,0.011116876,4,0.011117791,5,0.011116876,6,0.01111964,7,0.37349918,8,0.011119006,9,0.53755784
84,31082019 211644 dotdotdot 1 harry potter mug 3 white plates with grey butterflies on and 2 bowls same butterflies,3,0.16697668,6,0.54593396,7,0.24330172,,,,,,,,,,,,,,
85, oh what glory is it  this good royal country ,0,0.016668718,1,0.016669285,2,0.016668972,3,0.016668718,4,0.016670164,5,0.016670099,6,0.016669093,7,0.8499768,8,0.016669506,9,0.016668718
86,o what wonder must it be to be the man with the brunt and the glee to change the course of history with the aid of a noble monarch who canÎ_’_Îét even remember what she had for tealet alone allow the collapse of a democracy,0,0.09545218,1,0.054782294,5,0.8179267,,,,,,,,,,,,,,
87,oh what glory it is the honour we harbor a brexit we didnÎ_’_Îét vote for and a nation sailing out to sea ,1,0.17894258,7,0.7543492,,,,,,,,,,,,,,,,
88,Î_’_’àtis the timeÎ_’_Îés plaguewhen madmen lead the blindÎ_’_Îé,0,0.010012133,1,0.79466563,2,0.010011062,3,0.010011062,4,0.010011062,5,0.010011208,6,0.010011775,7,0.12524332,8,0.01001132,9,0.01001147
89,31082019 213542 jen dotdotdot ’_’à,0,0.016670445,1,0.016670445,2,0.016678834,3,0.6832513,4,0.01667085,5,0.016670445,6,0.016670445,7,0.016671496,8,0.1833753,9,0.016670445
90, Î_’_this message was deleted,0,0.025000205,1,0.025000436,2,0.025000205,3,0.025000205,4,0.7749979,5,0.025000205,6,0.025000205,7,0.025000205,8,0.025000205,9,0.025000205
91,01092019 114837 dotdotdot hey boothers so i left my wallet it a black cab last night and have no cash could someone feed me today please ’_’à’©,1,0.28239542,2,0.5539177,8,0.12681098,,,,,,,,,,,,,,
92,01092019 115023 dotdotdot i will pay you back in 2 working days,0,0.010008015,1,0.51554525,2,0.23659192,3,0.01000928,4,0.010007994,5,0.010008333,6,0.010010946,7,0.17780209,8,0.010007747,9,0.010008375
93, how much do you need,0,0.0333528,1,0.033337057,2,0.0333361,3,0.033333987,4,0.03333717,5,0.033333987,6,0.033348497,7,0.69994164,8,0.033333987,9,0.03334482
94, ill be back in da house between 1230130pm then i need to leave,0,0.012514083,1,0.012513492,2,0.19831918,3,0.012512431,4,0.012512865,5,0.012512431,6,0.54360026,7,0.012512823,8,0.012514557,9,0.1704879
95,01092019 115342 dotdotdot if you have food iÎ_’_Îéll eat it if cash is better so i can buy my own food ’ÇÎ£30 should get me through 3 days and iÎ_’_Îéll pay you back,1,0.15010265,2,0.15599035,6,0.41572952,8,0.24816026,,,,,,,,,,,,
96,01092019 115440 dotdotdot thank you ’_ÎéÎè,0,0.22318695,1,0.01667766,2,0.3103095,3,0.016680298,4,0.3497592,5,0.016676757,6,0.016677614,7,0.01667822,8,0.016676757,9,0.016677072
97, ok ill text you when ill be back in da haus my fridge is empty or actually full of spicy sauces so ill give you ’ÇÎ£30,6,0.9499812,,,,,,,,,,,,,,,,,,
98,01092019 115824 dotdotdot thank you love you forever x,0,0.6373721,1,0.01250602,2,0.26257882,3,0.012507984,4,0.01250672,5,0.012505945,6,0.012505211,7,0.012505692,8,0.012506502,9,0.01250505
99,Î_’_01092019 120451 bryce dotdotdot Î_’_image omitted,0,0.014288518,1,0.014288518,2,0.014294222,3,0.87139356,4,0.014292439,5,0.014288518,6,0.014288518,7,0.014288666,8,0.014288518,9,0.014288518
100,01092019 120517 bryce dotdotdot how about a freshly baked bagel ’_Î‚’Ù,0,0.49842545,1,0.010004825,2,0.32147756,3,0.010006287,4,0.010005961,5,0.010006281,6,0.010004825,7,0.01000671,8,0.110053845,9,0.010008301
101,01092019 120608 dotdotdot yes please iÎ_’_Îéll pay you later,0,0.011120739,1,0.5019043,2,0.23052534,3,0.011122559,4,0.1897218,5,0.011120436,6,0.011121475,7,0.011122152,8,0.011120491,9,0.011120682
102, is there vegan option,0,0.6999226,1,0.033345055,2,0.0333552,3,0.033338305,4,0.033338305,5,0.033338305,6,0.033338305,7,0.033338305,8,0.033347283,9,0.033338305
103,01092019 122045 bryce dotdotdot bagels are 100 vegan,0,0.012507123,1,0.012504216,2,0.88745785,3,0.012504892,4,0.012504723,5,0.012504137,6,0.012504137,7,0.012504237,8,0.012504539,9,0.012504137
104,01092019 122651 dotdotdot and delicious everyone have one,0,0.57035327,1,0.014292839,2,0.31529123,3,0.01429743,4,0.014293445,5,0.014297446,6,0.014293274,7,0.014294098,8,0.014292784,9,0.01429417
105, anyone got a single air bed,0,0.1972802,1,0.016671069,2,0.01666956,3,0.016668817,4,0.016669754,5,0.19260357,6,0.01667059,7,0.01666908,8,0.016668817,9,0.49342853
106,01092019 122849 dotdotdot no sure if it belongs to anyone but i saw an air bed in the 1a flytipping area,2,0.18049388,5,0.48625612,9,0.27937338,,,,,,,,,,,,,,
107, the flytipping part really sells that ha,0,0.016670933,1,0.016672038,2,0.016670933,3,0.016670933,4,0.016670933,5,0.016671035,6,0.016672315,7,0.016673205,8,0.22871113,9,0.63791656
108,01092019 123614 dotdotdot lol the Î_’_’Àlocal donationsÎ_’_Îù area,0,0.011118804,1,0.011117484,2,0.33952788,3,0.011118953,4,0.011118648,5,0.4552577,6,0.011118402,7,0.12738694,8,0.011117484,9,0.011117624
109, anyone lost a fob,0,0.025012719,1,0.025015887,2,0.025011562,3,0.025010992,4,0.77488154,5,0.02501218,6,0.025012232,7,0.025011789,8,0.025010992,9,0.02502009
110, i lost one on a plain metal ring,0,0.016670747,1,0.016671432,2,0.01667033,3,0.016671276,4,0.016672008,5,0.016672743,6,0.016671168,7,0.01667141,8,0.01667111,9,0.8499578
111,01092019 135322 dotdotdot thank you to everyone that offered money you are all amazing i should be good now until my new bank card arrives,0,0.40903515,2,0.25260466,6,0.2916706,,,,,,,,,,,,,,
112,01092019 135535 jen dotdotdot everyone who has taken pictures and videos of the exhibition please can you upload them to this folder have a look at the instructions please so everyone can be credited properly ,1,0.15096986,2,0.2855616,6,0.53011096,,,,,,,,,,,,,,
113,01092019 135538 jen dotdotdot httpsdrivegooglecomdrivefolders11gakinnl0yulhwxkvy9mbtpk17xevvuspsharing,0,0.016674086,1,0.016674086,2,0.84993124,3,0.016675595,4,0.016674375,5,0.016674086,6,0.016674086,7,0.016674276,8,0.016674086,9,0.016674086
114, Î_’éÎ«’_Îèpolitical message warningÎ_’éÎ«’_Îè,0,0.38745248,1,0.012502269,2,0.012502186,3,0.012502186,4,0.5125269,5,0.012502186,6,0.012502186,7,0.012502186,8,0.012502186,9,0.012505217
115,it is very possible that a general election or referendum happens before the end of the year,0,0.012507676,1,0.012512305,2,0.012511877,3,0.012508401,4,0.5851876,5,0.3147362,6,0.01250805,7,0.012511101,8,0.012507676,9,0.012509129
116,please register to vote using this link,0,0.01666848,1,0.41027,2,0.01666826,3,0.01666826,4,0.32170776,5,0.016668335,6,0.016671313,7,0.15133381,8,0.01666826,9,0.016675526
117,httpswwwgovukregistertovote,0,0.050013304,1,0.050013304,2,0.050013304,3,0.050013304,4,0.050013304,5,0.050013304,6,0.54988027,7,0.050013304,8,0.050013304,9,0.050013304
118,all you need is your ni number if youre a british citizen,0,0.7285138,1,0.014289952,2,0.014291347,3,0.014289667,4,0.014289823,5,0.15716335,6,0.014290832,7,0.014291134,8,0.014289667,9,0.014290436
119,it is only by registering to vote that you can have a voice in any upcoming election,0,0.014289556,1,0.014300579,2,0.014289556,3,0.014289556,4,0.8713611,5,0.014294089,6,0.014294308,7,0.014300433,8,0.014289556,9,0.014291329
120, and if youre thinking i dont like anyone or my vote means nothing or no one represents me you should register and spoil your ballot paper at the booth they are counted and noticed they send a message saying i want to make my vote count and i take an interest in how my community and country is run but youre not doing what i pay you for,1,0.19389005,4,0.14078522,6,0.10751853,7,0.425789,9,0.11638496,,,,,,,,,,
121, of course if theres a pretty good party whos not perfect you should vote for them and send a letteremail to your mp,7,0.92495626,,,,,,,,,,,,,,,,,,
122,Î_’_01092019 153125 jen dotdotdot Î_’_image omitted,0,0.01430672,1,0.014306719,2,0.014312346,3,0.7296729,4,0.014306992,5,0.1558673,6,0.014306719,7,0.014306899,8,0.014306719,9,0.014306719
123,01092019 153131 jen dotdotdot 447561106011 your laundry is done x,0,0.12237128,1,0.011127189,2,0.454868,3,0.011126472,4,0.011125789,5,0.011126363,6,0.34487817,7,0.011125342,8,0.01112518,9,0.011126222
124,01092019 153206 jooles dotdotdot oh great iÎ_’_Îéll be down in double quick time,1,0.5543826,3,0.37284747,,,,,,,,,,,,,,,,
125, hahahahaha,0,0.05006427,1,0.050064266,2,0.54942155,3,0.05006427,4,0.05006427,5,0.05006427,6,0.050064266,7,0.05006427,8,0.050064266,9,0.050064266
126, Î_’_gif omitted,0,0.033333436,1,0.033333436,2,0.033333436,3,0.69999903,4,0.033333436,5,0.033333436,6,0.033333436,7,0.033333436,8,0.033333436,9,0.033333436
127, Î_’_image omitted,0,0.033333372,1,0.033333372,2,0.033333372,3,0.69999963,4,0.033333372,5,0.033333372,6,0.033333372,7,0.033333372,8,0.033333372,9,0.033333372
128, can someone let me innnn,0,0.020009995,1,0.8199063,2,0.020010617,3,0.020009995,4,0.020010246,5,0.020010682,6,0.020011654,7,0.02001017,8,0.020009995,9,0.020010343
129, ’_ÎéÎè,0,0.54999435,1,0.050000627,2,0.050000627,3,0.050000627,4,0.050000627,5,0.050000627,6,0.050000627,7,0.050000627,8,0.050000627,9,0.050000627
130,01092019 175242 jooles dotdotdot you in,0,0.020026004,1,0.020026002,2,0.020038044,3,0.60528094,4,0.23449859,5,0.020026002,6,0.020026002,7,0.020026425,8,0.020026002,9,0.020026002
131, bbq lighting at 630closing party for art fair  exhibitioncome up all you angels,0,0.01111875,1,0.22822304,2,0.011123486,3,0.011118562,4,0.46046266,5,0.23347892,6,0.011118706,7,0.011118723,8,0.011118562,9,0.011118562
132, iÎ_’_Îém in ,0,0.05000064,1,0.5499643,2,0.05000064,3,0.05000064,4,0.05000064,5,0.05000064,6,0.05001011,7,0.050009836,8,0.05000676,9,0.050005786
133, ’_’µ’À,0,0.050012406,1,0.050012406,2,0.050012406,3,0.050012406,4,0.5498884,5,0.050012406,6,0.050012406,7,0.050012406,8,0.050012406,9,0.050012406
134, Î_’_image omitted,0,0.033333376,1,0.033333376,2,0.033333376,3,0.6999996,4,0.033333376,5,0.033333376,6,0.033333376,7,0.033333376,8,0.033333376,9,0.033333376
135, everyone on the roof,0,0.3666519,1,0.03334122,2,0.0333441,3,0.033335976,4,0.033340096,5,0.033335976,6,0.033340428,7,0.033335976,8,0.3666308,9,0.03334352
136, Î_’_video omitted,0,0.03333395,1,0.03333395,2,0.03333395,3,0.6999944,4,0.03333395,5,0.03333395,6,0.03333395,7,0.03333395,8,0.03333395,9,0.03333395
137, cutie pie x,0,0.025042804,1,0.7746864,2,0.025033334,3,0.025033336,4,0.025033334,5,0.025035514,6,0.025033334,7,0.025033334,8,0.025033334,9,0.025035255
138, yaaaass,0,0.05005648,1,0.050056476,2,0.050056476,3,0.05005648,4,0.050056476,5,0.050056476,6,0.050056476,7,0.5494917,8,0.050056476,9,0.050056476
